Nome_Azienda,URL_Sito,Google_Business_Link,Categoria,Priorita,Email,Immagini,Link_Demo,Data_Generazione,Data_Contatto,Contattato,Citta,Sito_Pre2020,Mobile_Friendly,Channel_Manager,Blog,Criteri_Soddisfatti,Note,Brief_Demo_OpenClaw
La Medusa Hotel & Boutique Spa,https://www.lamedusahotel.com,https://www.google.com/maps/search/?api=1&query=La+Medusa+Hotel+%26+Boutique+Spa+Castellammare+di+Stabia,Hotel 4 stelle dimora di charme,2,info@lamedusahotel.com,https://www.lamedusahotel.com/style/images/medusa.png https://www.lamedusahotel.com/style/images/la_medusa.png https://www.lamedusahotel.com/style/images/dimora_di_charme.png,,2026-06-10,,No,Castellammare di Stabia,Incerto (stack classico),Sì (SEO 85),No (non rilevato),Incerto,3.0,Passeggiata Archeologica segmento lusso/wellness. | PageSpeed mobile: perf=51 seo=85 bp=92. Stack: jQuery|FastClick|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,La Medusa Hotel & Boutique Spa; Hotel 4 stelle dimora di charme; Castellammare di Stabia; Passeggiata Archeologica segmento lusso/wellness; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Towers Hotel Stabiae Sorrento Coast,https://www.towershotelsorrento.com,https://www.google.com/maps/search/?api=1&query=Towers+Hotel+Stabiae+Sorrento+Coast+Castellammare+di+Stabia,Hotel 4 stelle,2,info@towershotelsorrento.com,https://www.towershotelsorrento.com/uploads/cms/_S9A7064.jpg?w=920&h=920&fit=crop&auto=format&q=65 https://www.towershotelsorrento.com/media/uploads/cms/_S9A7064.jpg?q=pr:sharp/w:412/h:823/rt:fill/enlarge:1/quality:65 https://www.towershotelsorrento.com/media/uploads/cms/rooms_bg.jpg?q=pr:sharp/w:800/h:600/rt:fill/enlarge:1/quality:80,,2026-06-10,,No,Castellammare di Stabia,Sì (probabile),Parziale (SEO 75),No (non rilevato),Incerto,3.5,Loc. Pozzano SS Sorrentina vista mare. | PageSpeed mobile: perf=56 seo=75 bp=92. Stack: n/d. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Towers Hotel Stabiae Sorrento Coast; Hotel 4 stelle; Castellammare di Stabia; Loc. Pozzano SS Sorrentina vista mare; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Europa Stabia Hotel,https://www.europahotel.biz,https://www.google.com/maps/search/?api=1&query=Europa+Stabia+Hotel+Castellammare+di+Stabia,Hotel 4 stelle,4,,https://www.europahotel.biz/images/Flags/it-IT.gif https://www.europahotel.biz/images/Flags/en-US.gif https://www.europahotel.biz/images/Flags/de-DE.gif,,2026-06-10,,No,Castellammare di Stabia,No,Sì (SEO 85),Sì (blastness),Incerto,1.5,Hotel business/leisure a Castellammare. | PageSpeed mobile: perf=44 seo=85 bp=46. Stack: Bootstrap|jQuery|jQuery UI|Preact. Booking engine: blastness. Blog non ancora verificato (conteggiato 0.5).,Europa Stabia Hotel; Hotel 4 stelle; Castellammare di Stabia; Hotel business/leisure a Castellammare; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
B&B Numero 5,https://bebnumero5.it,https://www.google.com/maps/search/?api=1&query=B%26B+Numero+5+Castellammare+di+Stabia,B&B,3,,https://bebnumero5.it/wp-content/plugins/gtranslate/flags/16/it.png https://bebnumero5.it/wp-content/uploads/2019/02/bebnumero5_slide1.jpg https://bebnumero5.it/wp-content/uploads/2019/02/bebnumero5_slide2.jpg,,2026-06-10,,No,Castellammare di Stabia,Incerto,Sì (SEO 100),No (non rilevato),Incerto,2.0,Centro a 2 min dalla Circumvesuviana. | PageSpeed mobile: perf=46 seo=100 bp=77. Stack: wordpress|jQuery|WordPress. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,B&B Numero 5; B&B; Castellammare di Stabia; Centro a 2 min dalla Circumvesuviana; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Biu Bed & Breakfast,https://www.biubb.it,https://www.google.com/maps/search/?api=1&query=Biu+Bed+%26+Breakfast+Castellammare+di+Stabia,B&B,3,,,,2026-06-10,,No,Castellammare di Stabia,Sì (probabile),Sì (SEO 100),No (non rilevato),Incerto,2.5,Vicino Circumvesuviana Castellammare. | PageSpeed mobile: perf=79 seo=100 bp=100. Stack: n/d. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Biu Bed & Breakfast; B&B; Castellammare di Stabia; Vicino Circumvesuviana Castellammare; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Marygrace B&B,https://www.marygracebeb.it,https://www.google.com/maps/search/?api=1&query=Marygrace+B%26B+Castellammare+di+Stabia,B&B,3,,,,2026-06-10,,No,Castellammare di Stabia,Sì (probabile),Sì (SEO 100),No (non rilevato),Incerto,2.5,Struttura moderna vicino stazione Via Nocera. | PageSpeed mobile: perf=80 seo=100 bp=100. Stack: n/d. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Marygrace B&B; B&B; Castellammare di Stabia; Struttura moderna vicino stazione Via Nocera; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Forum,https://www.hotelforum.it,https://www.google.com/maps/search/?api=1&query=Hotel+Forum+Pompei,Hotel 4 stelle,2,info@hotelforum.it,https://www.hotelforum.it/images/flag/it.gif https://www.hotelforum.it/images/flag/us.gif https://www.hotelforum.it/images/flag/en.gif,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Via Roma 99 a pochi metri ingresso scavi. | PageSpeed mobile: perf=50 seo=92 bp=92. Stack: joomla|jQuery|jQuery UI|Joomla. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Forum; Hotel 4 stelle; Pompei; Via Roma 99 a pochi metri ingresso scavi; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel del Sole,https://hoteldelsolepompei.it,https://www.google.com/maps/search/?api=1&query=Hotel+del+Sole+Pompei,Hotel 4 stelle,2,,https://hoteldelsolepompei.it/wp-content/themes/hotel-pompei/images/lang/wpml_ita.png https://hoteldelsolepompei.it/wp-content/themes/hotel-pompei/images/lang/wpml_eng.png https://hoteldelsolepompei.it/wp-content/uploads/2021/03/hotel-del-sole-pompei-01-2560x1440.jpg,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 85),No (non rilevato),Incerto,3.5,Via Plinio di fronte agli scavi. | PageSpeed mobile: perf=31 seo=85 bp=100. Stack: wordpress|Bootstrap|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel del Sole; Hotel 4 stelle; Pompei; Via Plinio di fronte agli scavi; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Diana Pompei,https://www.hoteldianapompei.com,https://www.google.com/maps/search/?api=1&query=Hotel+Diana+Pompei+Pompei,Hotel 3 stelle,3,,,,2026-06-10,,No,Pompei,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,A 500m dagli scavi vicino Santuario. | PageSpeed mobile: perf=71 seo=100 bp=96. Stack: react|React|Lo-Dash. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Diana Pompei; Hotel 3 stelle; Pompei; A 500m dagli scavi vicino Santuario; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Villa Diomede,https://www.inpompeii.it,https://www.google.com/maps/search/?api=1&query=Hotel+Villa+Diomede+Pompei,Hotel 4 stelle,3,info@villadiomede.it,https://www.inpompeii.it/img/home_3.jpg https://www.inpompeii.it/public/slide/zeusw.jpg https://www.inpompeii.it/public/slide/camping_1.jpg,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 92),Sì (simplebooking),Incerto,2.5,Via Diomede adiacente area archeologica. | PageSpeed mobile: perf=62 seo=92 bp=96. Stack: jQuery|jQuery UI|Moment.js. Booking engine: simplebooking. Blog non ancora verificato (conteggiato 0.5).,Hotel Villa Diomede; Hotel 4 stelle; Pompei; Via Diomede adiacente area archeologica; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Albergo Pompei Valley,https://www.albergopompeivalley.it,https://www.google.com/maps/search/?api=1&query=Albergo+Pompei+Valley+Pompei,Boutique Hotel,3,info@albergopompeivalley.it,,,2026-06-10,,No,Pompei,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,Boutique segmento medio-alto vicino scavi. | PageSpeed mobile: perf=45 seo=100 bp=100. Stack: react|React|Lo-Dash|RequireJS|core-js. Booking engine: non rilevato. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Albergo Pompei Valley; Boutique Hotel; Pompei; Boutique segmento medio-alto vicino scavi; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Maiuri,https://www.hotelmaiuri.it,https://www.google.com/maps/search/?api=1&query=Hotel+Maiuri+Pompei,Hotel 4 stelle,2,info@hotelmaiuri.it,https://www.hotelmaiuri.it/wp-content/uploads/2025/04/hotel-maiuri-trip-advisor-choice-768x768.png https://www.hotelmaiuri.it/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-15-at-16.26.17_75b6ad96-768x811.jpg https://www.hotelmaiuri.it/wp-content/uploads/2025/03/UN-MONDO-DA-ESPLORARE-768x369.jpg,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Viale Unita d'Italia vicino Parco Archeologico. | PageSpeed mobile: perf=65 seo=92 bp=100. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Maiuri; Hotel 4 stelle; Pompei; Viale Unita d'Italia vicino Parco Archeologico; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Amleto,http://www.hotelamletopompei.it,https://www.google.com/maps/search/?api=1&query=Hotel+Amleto+Pompei,Hotel 4 stelle,3,info@hotelamleto.it,,,2026-06-10,,No,Pompei,Incerto,Incerto (PageSpeed fallito),Incerto,Incerto,2.5,Via Bartolo Longo centro storico. | PageSpeed mobile: perf=FAIL seo= bp=. Stack: Lighthouse returned error: FAILED_DOCUMENT_REQUEST. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Amleto; Hotel 4 stelle; Pompei; Via Bartolo Longo centro storico; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Vittoria,https://www.pompeihotelvittoria.com,https://www.google.com/maps/search/?api=1&query=Hotel+Vittoria+Pompei,Hotel 4 stelle,2,,https://www.pompeihotelvittoria.com/site/wp-content/uploads/2025/03/hv-e1742915030992.png https://www.pompeihotelvittoria.com/site/wp-content/plugins/sitepress-multilingual-cms/res/flags/en-1.png https://www.pompeihotelvittoria.com/site/wp-content/plugins/sitepress-multilingual-cms/res/flags/it-1.png,,2026-06-10,,No,Pompei,Incerto,Sì (SEO 92),No (non rilevato),Incerto,3.0,Piazza Porta Marina 50m ingresso scavi rooftop. | PageSpeed mobile: perf=43 seo=92 bp=96. Stack: wordpress|jQuery|Leaflet|Isotope|WordPress|core-js. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Vittoria; Hotel 4 stelle; Pompei; Piazza Porta Marina 50m ingresso scavi rooftop; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
B&B Eco Pompei,https://www.bbecopompei.it,https://www.google.com/maps/search/?api=1&query=B%26B+Eco+Pompei+Pompei,B&B,4,info@bbecopompei.it,https://www.bbecopompei.it/media/mod_languages/images/it.gif https://www.bbecopompei.it/media/mod_languages/images/fr.gif https://www.bbecopompei.it/media/mod_languages/images/en.gif,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 100),Sì (octorate),Incerto,1.5,Centro storico vicino Santuario. | PageSpeed mobile: perf=48 seo=100 bp=77. Stack: joomla|jQuery|MooTools|Joomla. Booking engine: octorate. Blog non ancora verificato (conteggiato 0.5).,B&B Eco Pompei; B&B; Pompei; Centro storico vicino Santuario; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Dream House Pompei,https://www.dreamhousepompei.com,https://www.google.com/maps/search/?api=1&query=Dream+House+Pompei+Pompei,B&B,4,,https://www.dreamhousepompei.com/wp-content/uploads/2020/05/BBDreamHouse_Pompei_GuglielmoVerrienti_DSC_0872-min.jpg https://www.dreamhousepompei.com/wp-content/uploads/2020/06/cover-struttura.jpg https://www.dreamhousepompei.com/wp-content/uploads/2020/06/ja1-min.jpg,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 92),Sì (beddy),Incerto,1.5,Charming B&B top rated Tripadvisor. | PageSpeed mobile: perf=35 seo=92 bp=100. Stack: wordpress|angular|jQuery|jQuery UI|Lo-Dash|Angular|GreenSock. Booking engine: beddy. Blog non ancora verificato (conteggiato 0.5).,Dream House Pompei; B&B; Pompei; Charming B&B top rated Tripadvisor; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Domus Pompeii,https://domuspompeii.it,https://www.google.com/maps/search/?api=1&query=Domus+Pompeii+Pompei,B&B,4,,https://domuspompeii.it/wp-content/uploads/2015/06/15616282991_e91f2b8c79_b.jpg https://domuspompeii.it/wp-content/uploads/2016/04/3840410732_891dd01815_b-255x170.jpg https://domuspompeii.it/wp-content/uploads/2016/04/14843494274_47b25974d7_o-480x320.jpg,,2026-06-10,,No,Pompei,No,Parziale (SEO 83),No (non rilevato),Incerto,1.5,Tra scavi e Santuario. | PageSpeed mobile: perf=64 seo=83 bp=96. Stack: wordpress|LitElement|lit-html|Google Maps|jQuery|Modernizr|I. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Domus Pompeii; B&B; Pompei; Tra scavi e Santuario; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Aliantour,https://www.aliantour.com,https://www.google.com/maps/search/?api=1&query=Aliantour+Pompei,Tour operator / Agenzia viaggi,2,info@aliantour.it,https://www.aliantour.com/wp-content/uploads/2021/05/aliantour-in-europe-blue-1.png https://www.aliantour.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/it.png https://www.aliantour.com/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png,,2026-06-10,,No,Pompei,Incerto,Sì (SEO 85),No (non rilevato),Incerto,3.0,Piazza B. Longo viaggi organizzati Europa. | PageSpeed mobile: perf=63 seo=85 bp=92. Stack: wordpress|jQuery|WordPress|core-js. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Aliantour; Tour operator / Agenzia viaggi; Pompei; Piazza B. Longo viaggi organizzati Europa; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Tempio Travel,https://www.tempiotravel.com,https://www.google.com/maps/search/?api=1&query=Tempio+Travel+Pompei,Tour operator incoming,2,,https://www.tempiotravel.com/images/amalfi-coastDiscovery.png https://www.tempiotravel.com/images/body-bg.jpg https://www.tempiotravel.com/images/pompei-vesuvioN.png,,2026-06-10,,No,Pompei,Sì (probabile),Sì (SEO 91),No (non rilevato),Incerto,3.5,Sede int. Circumvesuviana Villa dei Misteri. | PageSpeed mobile: perf=100 seo=91 bp=96. Stack: n/d. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Tempio Travel; Tour operator incoming; Pompei; Sede int. Circumvesuviana Villa dei Misteri; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Paradisi Perduti,https://www.paradisiperduti.com,https://www.google.com/maps/search/?api=1&query=Paradisi+Perduti+Pompei,Tour operator / Agenzia viaggi,2,info@paradisiperduti.com,https://www.paradisiperduti.com/wp-content/plugins/polylang/flags/it.png https://www.paradisiperduti.com/wp-content/plugins/polylang/flags/gb.png https://www.paradisiperduti.com/wp-content/uploads/2021/05/bbglff.png,,2026-06-10,,No,Pompei,Incerto,Parziale (SEO 61),No (non rilevato),Incerto,3.0,Via Parroco Federico tour Campania. | PageSpeed mobile: perf=68 seo=61 bp=96. Stack: wordpress|jQuery|WordPress. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Paradisi Perduti; Tour operator / Agenzia viaggi; Pompei; Via Parroco Federico tour Campania; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Pompei Grand Tour,https://www.pompeigrandtour.com,https://www.google.com/maps/search/?api=1&query=Pompei+Grand+Tour+Pompei,Agenzia tour specializzati,3,,https://www.pompeigrandtour.com/unknown,,2026-06-10,,No,Pompei,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,Tour scavi Costiera Napoli. | PageSpeed mobile: perf=46 seo=100 bp=96. Stack: react|React|Lo-Dash|RequireJS|core-js. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Pompei Grand Tour; Agenzia tour specializzati; Pompei; Tour scavi Costiera Napoli; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Marad,https://www.hotelmarad.it,https://www.google.com/maps/search/?api=1&query=Hotel+Marad+Torre+del+Greco,Hotel 4 stelle,3,marad@marad.it,,,2026-06-10,,No,Torre del Greco,Sì (probabile),Sì (SEO 100),Sì (blastness),Incerto,2.5,Via B. Croce business/leisure. | PageSpeed mobile: perf=85 seo=100 bp=77. Stack: n/d. Booking engine: blastness. Blog non ancora verificato (conteggiato 0.5).,Hotel Marad; Hotel 4 stelle; Torre del Greco; Via B. Croce business/leisure; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Sakura,https://www.hotelsakura.it,https://www.google.com/maps/search/?api=1&query=Hotel+Sakura+Torre+del+Greco,Hotel 4 stelle,3,info@hotelsakura.it,,,2026-06-10,,No,Torre del Greco,Sì (probabile),Parziale (SEO 83),Sì (blastness),Incerto,2.5,Pendici Vesuvio vista Capri (VF Hotel Group). | PageSpeed mobile: perf=80 seo=83 bp=77. Stack: jQuery|jQuery UI. Booking engine: blastness. Blog non ancora verificato (conteggiato 0.5).,Hotel Sakura; Hotel 4 stelle; Torre del Greco; Pendici Vesuvio vista Capri (VF Hotel Group); palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Poseidon,https://www.hotel-poseidon.it,https://www.google.com/maps/search/?api=1&query=Hotel+Poseidon+Torre+del+Greco,Hotel 4 stelle,2,info@hotel-poseidon.it,https://www.hotel-poseidon.it/wp-content/uploads/2021/06/accoglienzasicura.jpg https://www.hotel-poseidon.it/wp-content/uploads/2021/07/RISTORANTE-1.jpg https://www.hotel-poseidon.it/wp-content/uploads/2021/07/SALA-PLATEA.jpg,,2026-06-10,,No,Torre del Greco,Sì (probabile),Sì (SEO 85),No (non rilevato),Incerto,3.5,Posizione strategica tra Pompei e Ercolano. | PageSpeed mobile: perf=48 seo=85 bp=100. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Poseidon; Hotel 4 stelle; Torre del Greco; Posizione strategica tra Pompei e Ercolano; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Holidays,https://www.holidayshotel.it,https://www.google.com/maps/search/?api=1&query=Hotel+Holidays+Torre+del+Greco,Hotel 3 stelle,2,info@holidayshotel.it,https://www.holidayshotel.it/booking/images/showcal.gif https://www.holidayshotel.it/wp-content/uploads/2018/11/IMG_0311-1.jpg https://www.holidayshotel.it/wp-content/uploads/2018/11/IMG_0348-2.jpg,,2026-06-10,,No,Torre del Greco,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Via Litoranea recente ristrutturazione. | PageSpeed mobile: perf=36 seo=92 bp=96. Stack: wordpress|jQuery|jQuery UI|Modernizr|GreenSock JS|Isotope|Wo. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Hotel Holidays; Hotel 3 stelle; Torre del Greco; Via Litoranea recente ristrutturazione; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Villa Dietro la Luna,https://www.villadietrolaluna.it,https://www.google.com/maps/search/?api=1&query=Villa+Dietro+la+Luna+Torre+del+Greco,Affittacamere / Guest house,3,,https://www.villadietrolaluna.it/wp-content/uploads/2018/12/slider5.jpg https://www.villadietrolaluna.it/wp-content/uploads/2018/12/slider6.jpg https://www.villadietrolaluna.it/wp-content/uploads/2018/12/17-768x576.jpg,,2026-06-10,,No,Torre del Greco,Incerto,Parziale (SEO 77),No (non rilevato),Incerto,2.0,Via Maresca 14 centro Torre del Greco. | PageSpeed mobile: perf=84 seo=77 bp=96. Stack: wordpress|jQuery|WordPress. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Villa Dietro la Luna; Affittacamere / Guest house; Torre del Greco; Via Maresca 14 centro Torre del Greco; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
B&B Oplonti Resort,https://www.oplontiresort.com,https://www.google.com/maps/search/?api=1&query=B%26B+Oplonti+Resort+Torre+Annunziata,B&B,3,oplontiresort@outlook.com,,,2026-06-10,,No,Torre Annunziata,Incerto (stack classico),Parziale (SEO 36),No (non rilevato),Incerto,2.0,Via Veneto 200m da scavi Oplonti. | PageSpeed mobile: perf=81 seo=36 bp=96. Stack: jQuery|AngularJS. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,B&B Oplonti Resort; B&B; Torre Annunziata; Via Veneto 200m da scavi Oplonti; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Miglio d'Oro Park Hotel,http://www.migliodoroparkhotel.it,https://www.google.com/maps/search/?api=1&query=Miglio+d%27Oro+Park+Hotel+Ercolano,Hotel 4 stelle superior,2,info@migliodoroparkhotel.it,http://www.migliodoroparkhotel.it/images-ercolano/flag/GB.png http://www.migliodoroparkhotel.it/images-ercolano/flag/FR.png http://www.migliodoroparkhotel.it/images-ercolano/flag/DE.png,,2026-06-10,,No,Ercolano,Incerto (stack classico),Parziale (SEO 82),No (non rilevato),Incerto,3.0,Corso Resina villa storica indipendente piscina ristorante. | PageSpeed mobile: perf=60 seo=82 bp=70. Stack: jQuery. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Miglio d'Oro Park Hotel; Hotel 4 stelle superior; Ercolano; Corso Resina villa storica indipendente piscina ristorante; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Villa Signorini Events & Hotel,https://www.villasignorini.it,https://www.google.com/maps/search/?api=1&query=Villa+Signorini+Events+%26+Hotel+Ercolano,Hotel dimora storica 4 stelle,3,info@villasignorini.it,,,2026-06-10,,No,Ercolano,Sì (probabile),Parziale (SEO 83),Sì (blastness),Incerto,2.5,Via Roma villa settecentesca centro Ercolano ricevimenti. | PageSpeed mobile: perf=67 seo=83 bp=77. Stack: jQuery|jQuery UI. Booking engine: blastness. LUSSO(plus). Blog non ancora verificato (conteggiato 0.5).,Villa Signorini Events & Hotel; Hotel dimora storica 4 stelle; Ercolano; Via Roma villa settecentesca centro Ercolano ricevimenti; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Herculaneum,https://www.hotelherculaneum.com,https://www.google.com/maps/search/?api=1&query=Hotel+Herculaneum+Ercolano,Hotel 3 stelle,3,info@hotelherculaneum.com,,,2026-06-10,,No,Ercolano,Sì (probabile),Parziale (SEO 83),Sì (blastness),Incerto,2.5,Corso Resina vicino Scavi gestione indipendente. | PageSpeed mobile: perf=62 seo=83 bp=77. Stack: jQuery|jQuery UI. Booking engine: blastness. Blog non ancora verificato (conteggiato 0.5).,Hotel Herculaneum; Hotel 3 stelle; Ercolano; Corso Resina vicino Scavi gestione indipendente; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
Andris Hotel,http://www.andrishotel.it,https://www.google.com/maps/search/?api=1&query=Andris+Hotel+Ercolano,Hotel 3 stelle,3,info@andrishotel.it,,,2026-06-10,,No,Ercolano,Incerto,Incerto (PageSpeed fallito),Incerto,Incerto,2.5,Via San Vito gestione familiare zona Vesuvio. | PageSpeed mobile: perf=FAIL seo= bp=. Stack: Lighthouse returned error: NO_FCP. The page did no. Booking engine: non rilevato. Blog non ancora verificato (conteggiato 0.5).,Andris Hotel; Hotel 3 stelle; Ercolano; Via San Vito gestione familiare zona Vesuvio; palette mediterranea su misura; sezioni: hero / camere-servizi / esperienze / posizione / contatti-prenota; lingue IT/EN; tono coerente col segmento; CTA 'Prenota ora / Richiedi disponibilità'
